Accession,ID,Assay name,Assay title,Target of assay,Target gene symbol,Biosample summary,Biosample term name,Description,Lab,Project,Status,Files,Related series,Biosample accession,Biological replicate,Technical replicate,Linked antibody,Organism,Life stage,Biosample age,Biosample treatment,Biosample treatment ontology ID,Biosample treatment concentration,Biosample treatment concentration units,Biosample treatment duration,Biosample treatment duration units,Synchronization,Post-synchronization time,Post-synchronization time units,Replicates,Perturbed,Biosample type,Tissue/cell types
ENCSR000EMA,/experiments/ENCSR000EMA/,DNase-seq,DNase-seq,NA,NA,AG09319,AG09319,DNase-seq on human AG09319,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AEJ/,/files/ENCFF001CMT/,/files/ENCFF001CMU/,/files/ENCFF001CMV/,/files/ENCFF001CMW/,/files/ENCFF001CMX/,/files/ENCFF001CNA/,/files/ENCFF001CNB/,/files/ENCFF001CNC/,/files/ENCFF001CNL/,/files/ENCFF001CNM/,/files/ENCFF001SPX/,/files/ENCFF001WDP/,/files/ENCFF001WDQ/,/files/ENCFF001WDR/,/files/ENCFF001WDS/,/files/ENCFF777USE/,/files/ENCFF699TCP/,/files/ENCFF886OIM/,/files/ENCFF679YJN/,/files/ENCFF524JKJ/,/files/ENCFF216VYG/,/files/ENCFF668MXS/,/files/ENCFF053ZDW/,/files/ENCFF074AEH/,/files/ENCFF508MKX/,/files/ENCFF306JBF/,/files/ENCFF163SVJ/,/files/ENCFF507FBF/,/files/ENCFF349LYG/,/files/ENCFF358LCY/,/files/ENCFF614LRM/,/files/ENCFF652SRT/,/files/ENCFF413SVK/,/files/ENCFF286DGT/,/files/ENCFF790GUS/,/files/ENCFF890LHW/,/files/ENCFF262VVN/,/files/ENCFF162ALR/,/files/ENCFF460KQK/,/files/ENCFF309JHG/,/files/ENCFF975FEQ/,/files/ENCFF958JKP/,/files/ENCFF070RKJ/,/files/ENCFF269FMR/,/files/ENCFF213XIF/,/files/ENCFF369RRR/,/files/ENCFF741TDO/,/files/ENCFF876NZG/,/files/ENCFF823HUD/,/files/ENCFF391XUL/,/files/ENCFF293KEJ/,/files/ENCFF505DON/,/files/ENCFF361KGC/,/files/ENCFF387QVM/,/files/ENCFF097JAJ/,/files/ENCFF524FAQ/,/files/ENCFF912TSF/,/files/ENCFF391KMV/,/files/ENCFF222ZBN/,/files/ENCFF156BPD/,/files/ENCFF600MAP/,/files/ENCFF435LWR/,/files/ENCFF294KLB/,/files/ENCFF126MFQ/,/files/ENCFF034LWN/,/files/ENCFF249RRG/,/files/ENCFF717ADN/,/files/ENCFF067UGI/,/files/ENCFF827QZY/,/files/ENCFF065EMR/,/files/ENCFF003TII/,/files/ENCFF516QMX/,/files/ENCFF321DAU/,/files/ENCFF373HVN/,/files/ENCFF011TZB/,/files/ENCFF785HNO/,/files/ENCFF983BYI/,/files/ENCFF210LAD/,/files/ENCFF831KND/,/files/ENCFF798DOI/,/files/ENCFF988AMI/,/files/ENCFF289YPA/,/files/ENCFF798NUQ/,/files/ENCFF630DUE/,/files/ENCFF103BKK/,/files/ENCFF821HNG/,/files/ENCFF898JHA/",NA,"ENCBS443ENC,ENCBS037NAC",12,1,NA,Homo sapiens,adult,24 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/923fb57c-add8-45fc-a1b6-4ff0f17537dd/,/replicates/5515f004-cce5-4b83-adcc-1f8c35b526b3/",FALSE,cell line,Gum
ENCSR000EMB,/experiments/ENCSR000EMB/,DNase-seq,DNase-seq,NA,NA,AG10803,AG10803,DNase-seq and DGF on human AG10803,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AEK/,/files/ENCFF001AQB/,/files/ENCFF001AQC/,/files/ENCFF001AQD/,/files/ENCFF001AQE/,/files/ENCFF001ARF/,/files/ENCFF001ARK/,/files/ENCFF001CND/,/files/ENCFF001CNE/,/files/ENCFF001CNG/,/files/ENCFF001CNJ/,/files/ENCFF001CNU/,/files/ENCFF001SPY/,/files/ENCFF001VYR/,/files/ENCFF001VYS/,/files/ENCFF001WDT/,/files/ENCFF001WDV/,/files/ENCFF001CNF/,/files/ENCFF001CNH/,/files/ENCFF001CNI/,/files/ENCFF001CNK/,/files/ENCFF001CNV/,/files/ENCFF001WDU/,/files/ENCFF001WDW/,/files/ENCFF001AQF/,/files/ENCFF001AQG/,/files/ENCFF415UNC/,/files/ENCFF333RNY/,/files/ENCFF899LKG/,/files/ENCFF930ANT/,/files/ENCFF852EAF/,/files/ENCFF845SGV/,/files/ENCFF211SDO/,/files/ENCFF182WJI/,/files/ENCFF189JVK/,/files/ENCFF141OZS/,/files/ENCFF972RIJ/,/files/ENCFF061PLN/,/files/ENCFF151XAY/,/files/ENCFF551KZH/,/files/ENCFF094DHV/,/files/ENCFF169UTS/,/files/ENCFF720QXO/,/files/ENCFF824DKY/,/files/ENCFF374LKB/,/files/ENCFF109NLU/,/files/ENCFF497MRO/,/files/ENCFF660EFL/,/files/ENCFF197NZZ/,/files/ENCFF801ZNN/,/files/ENCFF264YEK/,/files/ENCFF269PWT/,/files/ENCFF062LRW/,/files/ENCFF059DAB/,/files/ENCFF351SBD/,/files/ENCFF021SKB/,/files/ENCFF912FWR/,/files/ENCFF964MRO/,/files/ENCFF183VRZ/,/files/ENCFF648OKM/,/files/ENCFF989WCF/,/files/ENCFF097AIZ/,/files/ENCFF685NVQ/",NA,"ENCBS287ITL,ENCBS408ENC",21,1,NA,Homo sapiens,adult,22 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/61a7a4b6-da61-4d23-a76e-43b5e889e361/,/replicates/661b7ed3-c029-42b6-a76d-c0b18310a7fd/",FALSE,cell line,Skin
ENCSR000EMC,/experiments/ENCSR000EMC/,DNase-seq,DNase-seq,NA,NA,fibroblast of the aortic adventitia female,fibroblast of the aortic adventitia,DNase-seq and DGF on human AoAF,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AEL/,/files/ENCFF001ARI/,/files/ENCFF001ARG/,/files/ENCFF001ARH/,/files/ENCFF001ARJ/,/files/ENCFF001ASQ/,/files/ENCFF001AVG/,/files/ENCFF001CNN/,/files/ENCFF001CNP/,/files/ENCFF001CNR/,/files/ENCFF001CNT/,/files/ENCFF001COG/,/files/ENCFF001SPZ/,/files/ENCFF001VYT/,/files/ENCFF001VYU/,/files/ENCFF001WDX/,/files/ENCFF001WDZ/,/files/ENCFF001CNO/,/files/ENCFF001CNQ/,/files/ENCFF001CNS/,/files/ENCFF001CNW/,/files/ENCFF001COF/,/files/ENCFF001WDY/,/files/ENCFF001WEA/,/files/ENCFF140CSV/,/files/ENCFF047PYX/,/files/ENCFF264FXA/,/files/ENCFF037REC/,/files/ENCFF879LSJ/,/files/ENCFF292DAW/,/files/ENCFF403DNJ/,/files/ENCFF166JSD/,/files/ENCFF856RCG/,/files/ENCFF139HJK/,/files/ENCFF877ZUI/,/files/ENCFF669VOY/,/files/ENCFF990HMA/,/files/ENCFF095EOG/,/files/ENCFF534SOS/,/files/ENCFF877TTZ/,/files/ENCFF339QTZ/,/files/ENCFF904WZA/,/files/ENCFF070ATB/,/files/ENCFF343UZX/,/files/ENCFF180JWU/,/files/ENCFF493BRQ/,/files/ENCFF837DSQ/,/files/ENCFF441PPP/,/files/ENCFF858ONK/,/files/ENCFF838BWI/,/files/ENCFF471KNT/,/files/ENCFF531UMH/,/files/ENCFF823IMB/,/files/ENCFF781DJJ/,/files/ENCFF067UMF/,/files/ENCFF343AVD/,/files/ENCFF618YRR/,/files/ENCFF948XVP/,/files/ENCFF794ZLG/,/files/ENCFF117YBM/,/files/ENCFF354BYJ/,/files/ENCFF205EPJ/,/files/ENCFF114DTV/,/files/ENCFF971HIN/,/files/ENCFF656QVY/,/files/ENCFF799TQB/,/files/ENCFF660WPT/,/files/ENCFF218WJC/,/files/ENCFF032GZN/,/files/ENCFF723RKN/,/files/ENCFF869ECL/,/files/ENCFF914JVR/,/files/ENCFF874ADH/,/files/ENCFF649SVT/,/files/ENCFF827ZMC/,/files/ENCFF865NNN/,/files/ENCFF191WJM/,/files/ENCFF629ZZZ/,/files/ENCFF825ZLT/,/files/ENCFF905SEW/,/files/ENCFF303EIN/,/files/ENCFF287PFR/,/files/ENCFF975IUW/,/files/ENCFF603QIY/,/files/ENCFF064KOQ/,/files/ENCFF500PYE/,/files/ENCFF324PSI/,/files/ENCFF654ZLF/,/files/ENCFF770MTY/,/files/ENCFF965ILN/,/files/ENCFF951WIR/,/files/ENCFF870FYO/,/files/ENCFF474TIO/,/files/ENCFF347NIW/,/files/ENCFF300XHF/,/files/ENCFF055JTD/,/files/ENCFF587TUM/",NA,"ENCBS273AAA,ENCBS408ZNY",12,1,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/1c94f23f-90fe-497c-a69e-2278b441b156/,/replicates/60f8f330-35d7-420c-9e92-0f36a5017727/",FALSE,primary cell,Heart
ENCSR000EMD,/experiments/ENCSR000EMD/,DNase-seq,DNase-seq,NA,NA,BE2C,BE2C,DNase-seq on human BE2-C,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AEM/,/files/ENCFF001CNX/,/files/ENCFF001CNY/,/files/ENCFF001CNZ/,/files/ENCFF001COA/,/files/ENCFF001COB/,/files/ENCFF001COC/,/files/ENCFF001COD/,/files/ENCFF001COE/,/files/ENCFF001COP/,/files/ENCFF001COQ/,/files/ENCFF001SQA/,/files/ENCFF001WEB/,/files/ENCFF001WEC/,/files/ENCFF001WED/,/files/ENCFF001WEE/,/files/ENCFF361DOV/,/files/ENCFF713BAR/,/files/ENCFF322CUW/,/files/ENCFF974TRD/,/files/ENCFF992VBJ/,/files/ENCFF986LLP/,/files/ENCFF315KHB/,/files/ENCFF047MCN/,/files/ENCFF479HRH/,/files/ENCFF299GDD/,/files/ENCFF787SUW/,/files/ENCFF936HBV/,/files/ENCFF147CSC/,/files/ENCFF350TSS/,/files/ENCFF451HQR/,/files/ENCFF358YKC/,/files/ENCFF317MYH/,/files/ENCFF954RNY/,/files/ENCFF839OJF/,/files/ENCFF086NTE/,/files/ENCFF592ZRG/,/files/ENCFF426DCE/,/files/ENCFF459KZV/,/files/ENCFF080CRZ/,/files/ENCFF094QPV/,/files/ENCFF580KMM/,/files/ENCFF204FYA/,/files/ENCFF951JDB/,/files/ENCFF151TJK/,/files/ENCFF532CKR/,/files/ENCFF614DON/,/files/ENCFF686IWT/,/files/ENCFF152ZDX/,/files/ENCFF367ENQ/,/files/ENCFF283EVB/,/files/ENCFF908GWB/,/files/ENCFF109DJI/,/files/ENCFF897CBR/,/files/ENCFF170VHS/,/files/ENCFF664NLM/,/files/ENCFF532ZOS/,/files/ENCFF913JPF/,/files/ENCFF312XDI/,/files/ENCFF321XZR/,/files/ENCFF206JOQ/,/files/ENCFF445THP/,/files/ENCFF695WLT/,/files/ENCFF099PPU/,/files/ENCFF854UDZ/,/files/ENCFF253TFP/,/files/ENCFF452NSL/,/files/ENCFF710BEP/,/files/ENCFF833QAH/,/files/ENCFF682INH/,/files/ENCFF562NIV/,/files/ENCFF238PML/,/files/ENCFF324COC/,/files/ENCFF762MTY/,/files/ENCFF155OJL/,/files/ENCFF392YDK/,/files/ENCFF990OIC/,/files/ENCFF473RTK/,/files/ENCFF803PIJ/,/files/ENCFF591CLO/,/files/ENCFF978HYI/,/files/ENCFF488NVN/,/files/ENCFF572MQH/,/files/ENCFF315CYY/,/files/ENCFF400ADX/,/files/ENCFF838DOL/,/files/ENCFF081XAI/,/files/ENCFF905MEV/",/reference-epigenomes/ENCSR405GCR/,"ENCBS403ENC,ENCBS982TUR",12,1,NA,Homo sapiens,child,2 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/04bc25ec-da34-4734-8e24-fc084dace566/,/replicates/1c8c55c5-936c-4258-afa9-3025d038c607/",FALSE,cell line,Brain
ENCSR000EME,/experiments/ENCSR000EME/,DNase-seq,DNase-seq,NA,NA,BJ,BJ,DNase-seq on human foreskin fibroblast cell,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AEN/,/files/ENCFF001COH/,/files/ENCFF001COI/,/files/ENCFF001COJ/,/files/ENCFF001COK/,/files/ENCFF001COL/,/files/ENCFF001COM/,/files/ENCFF001CON/,/files/ENCFF001COO/,/files/ENCFF001COU/,/files/ENCFF001SQB/,/files/ENCFF001WEF/,/files/ENCFF001WEG/,/files/ENCFF001WEH/,/files/ENCFF001WEI/,/files/ENCFF235JEG/,/files/ENCFF855TSQ/,/files/ENCFF876DOW/,/files/ENCFF631GPP/,/files/ENCFF825ZPL/,/files/ENCFF984LNC/,/files/ENCFF519XYN/,/files/ENCFF764MOY/,/files/ENCFF930NQX/,/files/ENCFF575CED/,/files/ENCFF989CMA/,/files/ENCFF371GVV/,/files/ENCFF169SUG/,/files/ENCFF799EJH/,/files/ENCFF676GPU/,/files/ENCFF278KNG/,/files/ENCFF615DUM/,/files/ENCFF824OPX/,/files/ENCFF262ZCP/,/files/ENCFF476TSD/,/files/ENCFF393PQT/,/files/ENCFF348QHI/,/files/ENCFF480CMA/,/files/ENCFF363UOJ/,/files/ENCFF498WHD/,/files/ENCFF390MNH/,/files/ENCFF215EZE/,/files/ENCFF618ULI/,/files/ENCFF514CGR/,/files/ENCFF474TVT/,/files/ENCFF546DGK/,/files/ENCFF604EGJ/,/files/ENCFF815LIR/,/files/ENCFF622FEG/,/files/ENCFF727BFX/,/files/ENCFF711FYT/,/files/ENCFF562JJK/,/files/ENCFF031XSA/,/files/ENCFF693AAC/,/files/ENCFF669EGA/,/files/ENCFF952PEB/,/files/ENCFF474ARN/,/files/ENCFF738NWG/,/files/ENCFF524LIU/,/files/ENCFF351VLY/,/files/ENCFF067DAN/,/files/ENCFF744BIP/,/files/ENCFF168SXE/,/files/ENCFF107IJY/,/files/ENCFF708XPM/,/files/ENCFF594NUL/,/files/ENCFF465PHC/,/files/ENCFF133SIX/,/files/ENCFF696YGC/,/files/ENCFF528YLC/,/files/ENCFF592YOU/,/files/ENCFF651EKH/,/files/ENCFF360LET/,/files/ENCFF800WFU/,/files/ENCFF193MMR/,/files/ENCFF088HQY/,/files/ENCFF409JOB/,/files/ENCFF133QSF/,/files/ENCFF150DEK/,/files/ENCFF168QFP/,/files/ENCFF223XXF/,/files/ENCFF888YSA/,/files/ENCFF949CIK/,/files/ENCFF056LXB/,/files/ENCFF737YIY/,/files/ENCFF687MTB/,/files/ENCFF131IPV/,/files/ENCFF199NHK/,/files/ENCFF245WCO/",/reference-epigenomes/ENCSR865DMB/,"ENCBS074ENC,ENCBS911DVL",12,1,NA,Homo sapiens,newborn,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/4071f4e6-5571-4016-a1e7-bba0beb95a8f/,/replicates/a53694ab-1111-4e2a-abed-08a8bbaf8000/",FALSE,cell line,Skin
ENCSR000EMF,/experiments/ENCSR000EMF/,DNase-seq,DNase-seq,NA,NA,HS-27A,HS-27A,DNase-seq on human bone marrow HS27a,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF001DMK/,/files/ENCFF001DML/,/files/ENCFF001DMM/,/files/ENCFF001DMN/,/files/ENCFF001DMP/,/files/ENCFF001WMN/,/files/ENCFF001WMO/,/files/ENCFF001DMO/,/files/ENCFF091GSB/,/files/ENCFF504CKM/,/files/ENCFF766WBR/,/files/ENCFF127QRP/,/files/ENCFF520COD/,/files/ENCFF932XHW/,/files/ENCFF379UIY/,/files/ENCFF932FKV/,/files/ENCFF800TQG/,/files/ENCFF626CNZ/,/files/ENCFF921TNE/,/files/ENCFF717QWA/,/files/ENCFF881XPJ/,/files/ENCFF999ARV/,/files/ENCFF437HWL/,/files/ENCFF700HPK/,/files/ENCFF592GPJ/,/files/ENCFF710XTX/,/files/ENCFF260IBS/,/files/ENCFF064SEK/,/files/ENCFF490KQT/,/files/ENCFF146WLY/,/files/ENCFF621MVU/,/files/ENCFF132EIR/,/files/ENCFF494XDV/,/files/ENCFF637MZO/,/files/ENCFF435JCN/,/files/ENCFF080KXD/,/files/ENCFF671SQV/,/files/ENCFF746KVX/,/files/ENCFF815JLG/,/files/ENCFF504BPR/,/files/ENCFF791TWI/,/files/ENCFF494MVU/,/files/ENCFF117ATH/,/files/ENCFF418ERA/",NA,ENCBS009ENC,1,1,NA,Homo sapiens,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/6f1f69d8-ee48-44e3-a10b-a1bcf2a48d86/,FALSE,cell line,Stroma
ENCSR000EMG,/experiments/ENCSR000EMG/,DNase-seq,DNase-seq,NA,NA,HS-5,HS-5,DNase-seq on human bone marrow HS5,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF001DMQ/,/files/ENCFF001DMR/,/files/ENCFF001DMS/,/files/ENCFF001DMV/,/files/ENCFF001DMW/,/files/ENCFF001WMP/,/files/ENCFF001WMQ/,/files/ENCFF001DMT/,/files/ENCFF001DMU/,/files/ENCFF746TMD/,/files/ENCFF375NFP/,/files/ENCFF998FZY/,/files/ENCFF544XAG/,/files/ENCFF319EWV/,/files/ENCFF171EJN/,/files/ENCFF653SVJ/,/files/ENCFF331SCZ/,/files/ENCFF868QFK/,/files/ENCFF248UZD/,/files/ENCFF488ZAK/,/files/ENCFF970CII/,/files/ENCFF930NLD/,/files/ENCFF826FGT/,/files/ENCFF595AWT/,/files/ENCFF498JKN/,/files/ENCFF480TZQ/,/files/ENCFF367MSP/,/files/ENCFF235HEY/,/files/ENCFF084PUJ/,/files/ENCFF945WEL/,/files/ENCFF248BVH/,/files/ENCFF212MQC/,/files/ENCFF964WLS/,/files/ENCFF231ZDQ/,/files/ENCFF779WUF/,/files/ENCFF064PQL/,/files/ENCFF090BWZ/,/files/ENCFF733IOG/,/files/ENCFF400XEI/,/files/ENCFF203AQD/,/files/ENCFF635PMT/,/files/ENCFF503XUN/,/files/ENCFF399WUL/,/files/ENCFF738PTX/,/files/ENCFF786UQM/",NA,ENCBS010ENC,1,1,NA,Homo sapiens,adult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/5b468e41-1157-4eb4-82db-2a782bb822e2/,FALSE,cell line,Stroma
ENCSR000EMH,/experiments/ENCSR000EMH/,DNase-seq,DNase-seq,NA,NA,stromal cell of bone marrow male,stromal cell of bone marrow,DNase-seq on human bone marrow MSC,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF001DZO/,/files/ENCFF001DZP/,/files/ENCFF001DZQ/,/files/ENCFF001DZR/,/files/ENCFF001DZS/,/files/ENCFF001DZT/,/files/ENCFF001DZU/,/files/ENCFF001DZY/,/files/ENCFF001EAB/,/files/ENCFF001EAC/,/files/ENCFF001WQH/,/files/ENCFF001WQI/,/files/ENCFF001WQJ/,/files/ENCFF001WQK/,/files/ENCFF001DZX/,/files/ENCFF001DZW/,/files/ENCFF001DZZ/,/files/ENCFF001EAA/,/files/ENCFF001DZV/,/files/ENCFF490WJW/,/files/ENCFF406DVS/,/files/ENCFF376LWA/,/files/ENCFF718OVW/,/files/ENCFF707LNI/,/files/ENCFF832FHZ/,/files/ENCFF123QTR/,/files/ENCFF386FTD/,/files/ENCFF373SEK/,/files/ENCFF583FND/,/files/ENCFF694DCY/,/files/ENCFF444FTB/,/files/ENCFF254WCU/,/files/ENCFF488HZZ/,/files/ENCFF446KAJ/,/files/ENCFF833PPA/,/files/ENCFF078HLD/,/files/ENCFF547MHR/,/files/ENCFF723PZE/,/files/ENCFF283LNS/,/files/ENCFF292WNK/,/files/ENCFF285MON/,/files/ENCFF873NZR/,/files/ENCFF248WCC/,/files/ENCFF662HNC/,/files/ENCFF454SFD/,/files/ENCFF725DGY/,/files/ENCFF276KYA/,/files/ENCFF439GON/,/files/ENCFF419LXY/,/files/ENCFF750BQQ/,/files/ENCFF548HOH/,/files/ENCFF775LDQ/,/files/ENCFF288YVY/,/files/ENCFF363DDH/,/files/ENCFF777CJH/,/files/ENCFF557MDV/,/files/ENCFF772WEQ/,/files/ENCFF722LOL/,/files/ENCFF490VKO/,/files/ENCFF004VUO/,/files/ENCFF735WAG/,/files/ENCFF279YSV/,/files/ENCFF851VCD/,/files/ENCFF785GGQ/,/files/ENCFF482ZLG/,/files/ENCFF747REW/,/files/ENCFF988JGN/,/files/ENCFF918CWK/,/files/ENCFF409URA/,/files/ENCFF714AHL/,/files/ENCFF158OSC/,/files/ENCFF728VWK/,/files/ENCFF394RMF/,/files/ENCFF153UQH/,/files/ENCFF953GRI/,/files/ENCFF330MIW/,/files/ENCFF327HSW/,/files/ENCFF323PMM/,/files/ENCFF278QAL/,/files/ENCFF715MKG/,/files/ENCFF699DWD/,/files/ENCFF981VIU/,/files/ENCFF026VBY/,/files/ENCFF973XMT/,/files/ENCFF464GLP/,/files/ENCFF655CQD/,/files/ENCFF382NKO/,/files/ENCFF621AHH/,/files/ENCFF316KKQ/,/files/ENCFF188TFX/,/files/ENCFF874XWG/",NA,"ENCBS011ENC,ENCBS790XUP",12,1,NA,Homo sapiens,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/bb2a0e17-011f-4c25-bba4-8de78894f4e0/,/replicates/cb791e7a-c405-48b7-8a75-87042781e95e/",FALSE,primary cell,Stroma
ENCSR000EMI,/experiments/ENCSR000EMI/,DNase-seq,DNase-seq,NA,NA,Caco-2,Caco-2,DNase-seq on human Caco-2,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AEO/,/files/ENCFF001COS/,/files/ENCFF001COT/,/files/ENCFF001COV/,/files/ENCFF001COW/,/files/ENCFF001COX/,/files/ENCFF001COY/,/files/ENCFF001COZ/,/files/ENCFF001CPB/,/files/ENCFF001CQK/,/files/ENCFF001CQX/,/files/ENCFF001SQC/,/files/ENCFF001WEJ/,/files/ENCFF001WEK/,/files/ENCFF001WEL/,/files/ENCFF001WEM/,/files/ENCFF931NIB/,/files/ENCFF344FJL/,/files/ENCFF806LJF/,/files/ENCFF526JEL/,/files/ENCFF030RBJ/,/files/ENCFF653SEA/,/files/ENCFF222ILJ/,/files/ENCFF758XVT/,/files/ENCFF120UZZ/,/files/ENCFF269OWU/,/files/ENCFF876DPL/,/files/ENCFF470PEB/,/files/ENCFF541GPX/,/files/ENCFF831IRE/,/files/ENCFF612BAA/,/files/ENCFF589MNL/,/files/ENCFF119OCZ/,/files/ENCFF929UQL/,/files/ENCFF430WPO/,/files/ENCFF643YYJ/,/files/ENCFF332ZHF/,/files/ENCFF734UWV/,/files/ENCFF931PPM/,/files/ENCFF652DOI/,/files/ENCFF225FWX/,/files/ENCFF861LSF/,/files/ENCFF815FFB/,/files/ENCFF129EBR/,/files/ENCFF638UFD/,/files/ENCFF617UXQ/,/files/ENCFF362AYO/,/files/ENCFF270CAA/,/files/ENCFF555BHB/,/files/ENCFF189JHJ/,/files/ENCFF369NWZ/,/files/ENCFF251LUU/,/files/ENCFF876QDQ/,/files/ENCFF523HID/,/files/ENCFF736JEK/,/files/ENCFF496SRS/,/files/ENCFF836EEG/,/files/ENCFF946ZWI/,/files/ENCFF319NLO/,/files/ENCFF673QKK/,/files/ENCFF340AOJ/,/files/ENCFF233HFA/,/files/ENCFF085OHV/,/files/ENCFF219DBU/,/files/ENCFF890ZOD/,/files/ENCFF950BKT/,/files/ENCFF858UKY/,/files/ENCFF814NYD/,/files/ENCFF380BLE/,/files/ENCFF660WXD/,/files/ENCFF623EOM/,/files/ENCFF698ONK/,/files/ENCFF726INH/,/files/ENCFF135IIO/,/files/ENCFF423SSW/,/files/ENCFF119EJO/,/files/ENCFF699OXG/,/files/ENCFF523GLO/,/files/ENCFF346WRC/,/files/ENCFF661CUZ/,/files/ENCFF889YCM/,/files/ENCFF260VAC/,/files/ENCFF159CZY/,/files/ENCFF096GCD/,/files/ENCFF289XUV/,/files/ENCFF370WCR/,/files/ENCFF218NIR/,/files/ENCFF977BRD/",/reference-epigenomes/ENCSR838VOB/,"ENCBS890JZY,ENCBS391ENC",21,1,NA,Homo sapiens,adult,72 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/733ea919-4f23-44b4-abf1-c9b60726d926/,/replicates/45ad4c1f-8c8d-4358-bfbf-d41b9638cc43/",FALSE,cell line,Colon
ENCSR000EMJ,/experiments/ENCSR000EMJ/,DNase-seq,DNase-seq,NA,NA,B cell female adult (43 years),B cell,DNase-seq and DGF on human CD20+ (RO01778),"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF000AEP/,/files/ENCFF001ARL/,/files/ENCFF001ARM/,/files/ENCFF001ARN/,/files/ENCFF001ASM/,/files/ENCFF001ASR/,/files/ENCFF001CPD/,/files/ENCFF001CPF/,/files/ENCFF001CPH/,/files/ENCFF001CPI/,/files/ENCFF001CQF/,/files/ENCFF001CQJ/,/files/ENCFF001SQD/,/files/ENCFF001VYV/,/files/ENCFF001VYW/,/files/ENCFF001WEO/,/files/ENCFF001WEQ/,/files/ENCFF001CPC/,/files/ENCFF001CPE/,/files/ENCFF001CPG/,/files/ENCFF001CQH/,/files/ENCFF001WEN/,/files/ENCFF001WEP/,/files/ENCFF001CQG/,/files/ENCFF566GSP/,/files/ENCFF122YDK/,/files/ENCFF865QEV/,/files/ENCFF917RKI/,/files/ENCFF174ICH/,/files/ENCFF210XND/,/files/ENCFF305QCJ/,/files/ENCFF801IWM/,/files/ENCFF855EMD/,/files/ENCFF766KYF/,/files/ENCFF541VKE/,/files/ENCFF625VTV/,/files/ENCFF843NUS/,/files/ENCFF555ZAN/,/files/ENCFF642FTN/,/files/ENCFF841XRI/,/files/ENCFF298MKZ/,/files/ENCFF182MCK/,/files/ENCFF181ANM/,/files/ENCFF413KZU/,/files/ENCFF504HES/,/files/ENCFF552WWJ/,/files/ENCFF896NVQ/,/files/ENCFF704QPH/,/files/ENCFF318YPG/,/files/ENCFF479AQG/,/files/ENCFF581UTE/,/files/ENCFF446PMD/,/files/ENCFF803MVC/,/files/ENCFF747HRJ/,/files/ENCFF263YRO/,/files/ENCFF049YVJ/,/files/ENCFF481TXL/,/files/ENCFF777XUM/,/files/ENCFF197KBO/,/files/ENCFF883DGN/,/files/ENCFF358XBH/",/reference-epigenomes/ENCSR682AXR/,"ENCBS852WTL,ENCBS483ENC",21,1,NA,Homo sapiens,adult,43 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/755fe9eb-7926-45dd-a035-041633f2f1e8/,/replicates/13090186-20f6-46b6-acdb-c79a10611493/",FALSE,primary cell,B cells
