hid	gene_spearman	human_gene_symbols	mouse_gene_symbols	gene_spearman_pval_adj	high_gene_spearman	gene_hk_pct	gene_hk_pval_adj	high_gene_housekeeping	human_gene_mean_anchors	mouse_gene_mean_anchors	human_gene_var_std_anchors	mouse_gene_var_std_anchors
84	0.28022872051330855	DLD	Dld	0.2122035315014105	FALSE	0.685251798561151	0.125961711409396	FALSE	97.61866849842018	163.4041483443572	0.6234447217173138	1.0407724063678374
85	0.20699497762503447	DPYD	Dpyd	0.2960163085025057	FALSE	0.03225806451612903	0.6784540561122245	FALSE	31.015938394845634	20.45320737124198	2.193343387547458	7.752889462008759
88	0.5771838211779804	EDN3	Edn3	0.038740920096852295	TRUE	0	0.728756	FALSE	8.627332677022558	7.279362215213203	1.4847982142834149	0.42214322186877623
89	0.599625733793163	EDNRB	Ednrb	0.03251387787470261	TRUE	0.21762589928057555	0.35309091368846934	FALSE	43.51283378085661	42.55306009138682	2.7252911071162504	1.5304979049855527
91	0.160664653404295	EMD	Emd	0.35805903260701594	FALSE	0.3655913978494624	0.25390536304456685	FALSE	69.31255689591453	69.42453390964549	0.6358684776132365	0.7474973373274374
92	0.4440669882742521	ENG	Eng	0.09567440869379927	TRUE	0.3225806451612903	0.2786658038147139	FALSE	64.93079687844643	77.36101136811726	3.3726069234978655	2.0145153389194195
93	0.12104278648212516	EPB42	Epb42	0.4221123791524315	FALSE	0.00539568345323741	0.728756	FALSE	4.597588637385428	53.120931570577405	4.716087735102378	11.302766613672988
94	0.46046429893292345	EPHX1	Ephx1	0.08752941176470588	TRUE	0.1827956989247312	0.3847025	FALSE	120.14555455430204	56.60941366719981	7.630401956087745	3.5643936637884095
95	0.19933537213303465	EPOR	Epor	0.30588235294117644	FALSE	0.01079136690647482	0.728756	FALSE	12.760618901401866	42.373567868826726	0.45803220032387165	6.9558647755049225
96	0.21985933117334602	ERCC3	Ercc3	0.27811789400034986	FALSE	0.010752688172043012	0.728756	FALSE	53.33216964923773	28.43588845603836	0.42983896051459614	0.8892398180572132
100	0.4002630027040906	ETFA	Etfa	0.1191929467616141	FALSE	0.8118279569892473	0.07626825479930192	TRUE	173.04928139114304	225.34885893433147	0.48887748043291657	1.7035786253050096
104	0.4124880446146368	F5	F5	0.11049227452389508	FALSE	0.021505376344086023	0.7214771682960893	FALSE	16.676254356337473	9.214741993839827	5.866683483320882	2.7574980681622496
106	0.29682232252318624	F9	F9	0.1951730218205863	FALSE	0.012589928057553957	0.728756	FALSE	14.909204344297661	6.484404223769184	13.610608562827041	7.038582458400378
107	0.45531949116509596	FABP2	Fabp2	0.09059867971773275	TRUE	0.03776978417266187	0.6590493525586655	FALSE	25.892302983353176	335.09875366929526	15.273598870276292	16.24075379635488
108	0.4848454651086268	FANCA	Fanca	0.07985631389886709	TRUE	0.03763440860215054	0.6590493525586655	FALSE	40.71878391249511	21.682478407683764	5.146790852882945	0.5092698123934575
109	0.07385202972190506	FANCC	Fancc	0.5037707390648567	FALSE	0.0017985611510791368	0.728756	FALSE	11.157423172850832	17.339319831847778	0.20846114180837322	0.2889802188603592
110	0.3329842773500128	FAH	Fah	0.16904972795141085	FALSE	0.13440860215053763	0.4413045550141062	FALSE	50.16068718373299	69.79245258089969	1.711455411769565	6.402983926578483
112	0.12107431895294699	MS4A2	Ms4a2	0.421997673742367	FALSE	0	0.728756	FALSE	0.8765655890752153	4.355323991917121	0.5620204963553498	1.3871112906125098
113	0.2322519546930084	FECH	Fech	0.26377988272440234	FALSE	0.1223021582733813	0.4663090674318508	FALSE	43.164075528013946	154.0547896830301	2.712643762479743	4.981871990638552
115	0.407945541494002	FH	Fh1	0.11428571428571427	FALSE	0.6762589928057554	0.1294130303030303	FALSE	104.54312197283527	158.3575804782271	0.8922425708655268	1.2893121212455099
117	0.16636888423964552	FSHR	Fshr	0.3506361720396534	FALSE	0	0.728756	FALSE	0.39507401153374333	0.5162400532161145	1.730367411994161	3.6553568922227933
119	0.07042975346720752	FUCA2	Fuca2	0.5101413644744929	FALSE	0.29856115107913667	0.2930003398470688	FALSE	50.169925296813645	98.19938521401039	0.7310931508448724	3.3580361236130924
120	0.006445422068907573	FUT1	Fut1	0.6313220074204258	FALSE	0	0.728756	FALSE	4.886963892404058	0.762540294171071	0.6892164106095962	0.5896328976830867
124	0.41077491814568584	GALC	Galc	0.11243550969578367	FALSE	0.021505376344086023	0.7214771682960893	FALSE	34.188288886932334	12.136912280146891	1.4440406456349297	0.6390395184051493
125	0.11401428088075093	GALK1	Galk1	0.43426266119155676	FALSE	0.15827338129496402	0.4158016857063249	FALSE	40.37420490136118	134.2844239236427	0.6580664263604721	0.9727019283559882
126	0.19926798004734622	GALT	Galt	0.30602369431002835	FALSE	0.3279569892473118	0.27641173793103446	FALSE	64.65597079576115	62.7912573991709	0.7696398551494195	0.5104277733812055
129	0.27205612194590056	GBE1	Gbe1	0.21895358306188925	FALSE	0.10752688172043011	0.4844697345132743	FALSE	39.89895676630209	32.83390738034667	2.015417590922124	1.074444456761218
130	0.2432377842288862	GCDH	Gcdh	0.24890951276102088	FALSE	0.12050359712230216	0.4663090674318508	FALSE	39.85437619977591	102.26003344011026	0.4191759050454334	6.583351729892067
131	0.45943484930017314	GCGR	Gcgr	0.08782201405152225	TRUE	0.00539568345323741	0.728756	FALSE	3.685079987484041	15.185064320657363	1.4448243533575664	8.22189413990076
132	0.4142382458756673	GCH1	Gch1	0.10924824229313142	FALSE	0.025179856115107913	0.7214771682960893	FALSE	19.864294973218165	17.66167450944942	1.2648919896101531	2.502080317087787
134	0.7053710190343414	GHR	Ghr	0.006451612903225806	TRUE	0.030575539568345324	0.7000906056426333	FALSE	16.863002518225734	83.23899761823861	4.81579857510213	4.013372356458657
136	0.7219965448207235	GJA1	Gja1	0.006451612903225806	TRUE	0.489247311827957	0.1961446404793609	FALSE	140.80298831088027	143.87899873212476	3.940421989674429	6.181345272734704
137	0.7186567457815359	GJB1	Gjb1	0.006451612903225806	TRUE	0.08992805755395683	0.5253957027027026	FALSE	22.942738329979978	66.70129621679999	4.583228936163929	11.300763581952493
139	0.7060060854845374	GLI3	Gli3	0.006451612903225806	TRUE	0.03225806451612903	0.6784540561122245	FALSE	12.133780344814005	12.5059626361999	1.5272226803560551	2.932717970827299
141	0.5996041390170741	GLDC	Gldc	0.03251387787470261	TRUE	0.043010752688172046	0.6420233090422368	FALSE	15.714712812729793	16.726074213717272	2.0792533239805944	2.5096036237712833
142	0.4200728332373012	GLRA3	Glra3	0.10610573343261355	FALSE	0	0.728756	FALSE	1.495152251585131	0.501697988261727	1.3053660371351525	0.8512898418200192
143	0.06829751692623799	GP1BA	Gp1ba	0.5133237919989095	FALSE	0	0.728756	FALSE	1.089222844424593	8.176986940602408	0.19916662161178889	3.1951916217546477
144	0.14540169579060044	GP9	Gp9	0.38252807718399034	FALSE	0	0.728756	FALSE	1.8312254314228216	36.838452145815175	0.8062722415162681	3.451191106550414
145	0.23345848846601874	GPI	Gpi1	0.2622580061516193	FALSE	0.987410071942446	0.012922317073170732	TRUE	260.5171356844688	465.8813023734645	0.5713742976164287	0.7204681359329409
147	0.7182383126722528	GSN	Gsn	0.006451612903225806	TRUE	0.5591397849462365	0.17292703674745896	FALSE	575.0287238599759	451.57529552568343	8.592895785822686	5.00489878303108
148	0.22863348197590672	GSS	Gss	0.2677101967799642	FALSE	0.1935483870967742	0.3740545808288517	FALSE	51.93488554283263	54.27306401510069	0.4216666950817698	1.509299411266409
149	0.5457423545404971	MSH6	Msh6	0.05090748118636564	TRUE	0.25806451612903225	0.31735280614203454	FALSE	63.318822761325656	46.732079979891594	1.3739247147102769	1.1203422777057608
152	0.5223739560542454	HADHA	Hadha	0.06272793581327499	TRUE	0.8387096774193549	0.06615659533073931	TRUE	192.83631693774996	172.70101823923122	0.3955909069491506	1.7606840740110432
153	0.48616968255796666	HADHB	Hadhb	0.07880813143971038	TRUE	0.8279569892473119	0.06897703703703703	TRUE	184.17259345327355	266.2257892667949	2.0107890036733003	4.501977521108891
156	0.3884274614360544	HGD	Hgd	0.12851662404092073	FALSE	0.06989247311827956	0.564309522673031	FALSE	40.24681377824845	44.26650632443924	8.69642712760258	14.484330764433151
158	0.4290362231096104	HMBS	Hmbs	0.10212434223348275	FALSE	0.1420863309352518	0.4333065166754897	FALSE	43.44523228757412	259.24594214956295	2.8114794988302982	7.467358563785708
159	0.288188330739901	HMGCL	Hmgcl	0.20299625468164795	FALSE	0.17805755395683454	0.39080617893476965	FALSE	48.73232865506666	88.70784044448577	0.8745216552029546	0.6279337039103596
160	0.5018855779597944	TBX5	Tbx5	0.07483601669648181	TRUE	0	0.728756	FALSE	10.477489007418328	6.02081669649714	5.327051917918379	0.8438280864867163
163	0.33822500238764996	HPS1	Hps1	0.16480953614926147	FALSE	0.06451612903225806	0.5751437676304655	FALSE	57.11014890047703	27.721272674061293	0.6547961413968221	1.682745597066893
167	0.32928123800718456	SGSH	Sgsh	0.17245254745254743	FALSE	0.026881720430107527	0.7000906056426333	FALSE	36.79868515455029	14.330321111180476	1.3343484204755174	0.666681398579736
168	0.4338195500647077	ICAM1	Icam1	0.100744017695556	FALSE	0.08602150537634409	0.5267567493392966	FALSE	43.7083337990371	29.42492679716947	6.579078965447153	2.950961371918356
169	0.4609567875722322	IDS	Ids	0.08736717827626918	TRUE	0.10752688172043011	0.4844697345132743	FALSE	68.84619894599348	30.464768759406056	1.0525463715002834	3.9828982979258463
170	0.2561954115808178	IDUA	Idua	0.23403434304456877	FALSE	0.026881720430107527	0.7000906056426333	FALSE	20.35708947080027	19.883966480877284	1.4011107397093832	1.0535211852764963
171	0.5966178184742282	CFI	Cfi	0.03346303501945525	TRUE	0.11290322580645161	0.4747196228172293	FALSE	65.90802560507424	46.5195046783542	6.615647159024747	9.001309093925398
172	0.5703783025177092	IL2RG	Il2rg	0.039886039886039885	TRUE	0.12365591397849462	0.4585411859838275	FALSE	56.73784933358736	51.89523994122794	7.304734149579311	4.238106594749818
173	0.2532876081414147	INS	Ins2	0.2381680849029544	FALSE	0.019784172661870502	0.728756	FALSE	1128.0467730678274	321.156716612581	7.9792234582730455	5.444083997218867
175	0.37190372746856215	PDX1	Pdx1	0.14169260412034979	FALSE	0	0.728756	FALSE	2.2386129757458058	0.7612862605627251	2.1267824234729273	1.0703866101566502
179	0.5886057310915611	ITGB4	Itgb4	0.035416666666666666	TRUE	0.021505376344086023	0.7214771682960893	FALSE	64.91609468731241	9.388233471210036	7.633539348481324	1.1245769061972317
180	0.5603364628895547	JAG1	Jag1	0.04685890834191555	TRUE	0	0.728756	FALSE	53.63735827369851	12.61263237249897	1.6312966335943737	0.4850862107253593
181	0.29845945253975426	JAK3	Jak3	0.19411111111111112	FALSE	0.039568345323741004	0.6590493525586655	FALSE	15.32035207911348	21.88241570642692	2.3592484099008115	2.698057406975499
183	0.45102489903065707	KCNA1	Kcna1	0.09276068186849679	TRUE	0.0017985611510791368	0.728756	FALSE	2.569609880751403	4.0925562571363345	2.2408318585577924	3.1886169964448476
185	0.30227331092727955	KCNE1B	Kcne1	0.19222096956031567	FALSE	0	0.728756	FALSE	0.9315513795690252	12.187070218013806	0.30004761133294733	6.732187230984364
187	0.2735039199664687	KIT	Kit	0.21808891159938681	FALSE	0.07014388489208633	0.564309522673031	FALSE	15.695913930622167	51.975164549030865	1.256958416169171	4.59002401632557
188	0.15738563410624992	KRT12	Krt12	0.3636014147316623	FALSE	0	0.728756	FALSE	0.5768578069998107	0.4913654098989274	0.7985078328104119	1.0731924194345441
191	0.33118132591659105	LAMB3	Lamb3	0.17052023121387283	FALSE	0.03225806451612903	0.6784540561122245	FALSE	38.87119990367451	11.14190135709326	9.593364595918207	0.9413324609474427
193	0.27559574917635726	LEP	Lep	0.215748841996912	FALSE	0.023381294964028777	0.7214771682960893	FALSE	19.76718241480979	13.195880150278764	14.35511788342373	10.702861677374832
194	0.48049914801647675	SGCG	Sgcg	0.08030949839914621	TRUE	0.04838709677419355	0.6244438244904309	FALSE	9.959970936685007	12.611361126674309	2.604110994531295	4.88165655457366
195	0.7002075884222786	SGCB	Sgcb	0.006451612903225806	TRUE	0.03225806451612903	0.6784540561122245	FALSE	38.690212507269514	22.161107764744237	1.391926732015381	0.662675105880233
197	0.4902060121565143	LIG1	Lig1	0.07764773051669999	TRUE	0.2931654676258993	0.2959214697286013	FALSE	53.23530177223951	89.55124768978523	0.8658342038350365	1.1063968887251903
199	0.33922915700263356	LIPC	Lipc	0.16397709526288393	FALSE	0.01079136690647482	0.728756	FALSE	7.520924853728095	10.969575216782665	3.629441447809755	4.296013263457976
200	0.24447934686561618	LPL	Lpl	0.24830343032443988	FALSE	0.11870503597122302	0.4663090674318508	FALSE	137.36301227019024	222.14523482863294	14.402149333842527	12.761936071899722
201	0.4093310300696763	KCNH2	Kcnh2	0.11332042935069507	FALSE	0.08602150537634409	0.5267567493392966	FALSE	40.379328805214946	19.758624267779382	6.351681411517015	1.963163320389548
203	0.3753493632094856	MAOA	Maoa	0.13853599516031456	FALSE	0.026881720430107527	0.7000906056426333	FALSE	80.75999013557498	24.394809351749213	4.886192326449229	5.237068616654802
206	0.47533195342844065	MET	Met	0.08100414078674947	TRUE	0.026881720430107527	0.7000906056426333	FALSE	22.969516721394843	12.479357513585374	1.9965406731993882	0.992779622240516
207	0.6297160483352788	CIITA	Ciita	0.016867469879518072	TRUE	0.026881720430107527	0.7000906056426333	FALSE	20.017799620957557	7.365774430503844	4.751765004101458	1.9956574271708902
208	0.2808431822992558	MLH1	Mlh1	0.21159480954374216	FALSE	0.053763440860215055	0.607020469842302	FALSE	53.21727802114636	32.014577868803705	0.4455059685815598	0.4122905213883677
210	0.5370955003707236	MSH2	Msh2	0.05553303607620592	TRUE	0.22661870503597123	0.3441190877315624	FALSE	46.349478467161234	58.503258817355984	1.1891694778865347	1.0830742573905845
212	0.6048545416079186	MTTP	Mttp	0.027350427350427347	TRUE	0.06474820143884892	0.5751437676304655	FALSE	34.54570729188308	46.94962449194325	11.033327141173212	11.92491491379223
215	0.331158256686877	MYBPC3	Mybpc3	0.1706030150753769	FALSE	0.02877697841726619	0.7000906056426333	FALSE	87.96695295670385	94.94316618226682	20.128089231985328	17.124566583823295
219	0.218083245204629	MYO7A	Myo7a	0.28048461605508584	FALSE	0.03763440860215054	0.6590493525586655	FALSE	11.896489483273635	21.504949363522453	2.199155945167079	0.8738609757537927
220	0.42983821823121643	MYOC	Myoc	0.10203681942812377	FALSE	0	0.728756	FALSE	3.521450107933274	1.0519504077085313	2.6396157273758134	0.6123649816702688
221	0.20805625668397887	NAGA	Naga	0.2943431589708639	FALSE	0.06654676258992806	0.5751437676304655	FALSE	32.27842237105861	68.31128054239656	0.7779793743570431	4.682601173855707
222	0.25222500206589915	NAGLU	Naglu	0.23970251716247137	FALSE	0.026881720430107527	0.7000906056426333	FALSE	38.17927917577232	21.030102522774087	0.7943574441044744	0.618633302596797
223	0.2808491195663552	PTCH1	Ptch1	0.21159480954374216	FALSE	0.052158273381294966	0.6220361006289308	FALSE	18.847909853119397	24.78996157387907	1.1359433935965233	0.929216102837503
225	0.6498010297964235	NDP	Ndp	0.01591187270501836	TRUE	0	0.728756	FALSE	4.1287257777933375	2.566732715429891	0.9945844307802184	0.36150047324491796
226	0.09500854095405291	NF1	Nf1	0.4666947723440135	FALSE	0.06451612903225806	0.5751437676304655	FALSE	47.03419400450457	19.371784044495705	0.980784133638903	0.8804290073562335
228	0.02328490847806604	NPC1	Npc1	0.5979747501315097	FALSE	0.053763440860215055	0.607020469842302	FALSE	55.06742024723725	29.342194094203567	1.811871549563277	0.5998663940589793
229	0.5525985808062696	NPHP1	Nphp1	0.04904761904761905	TRUE	0.0017985611510791368	0.728756	FALSE	6.614761052504523	27.738658562031016	0.310408583299022	5.527440870952322
230	0.6152093810903452	GPR143	Gpr143	0.02420135527589545	TRUE	0	0.728756	FALSE	5.341836703573582	0.1655639363776752	1.202203515389909	0.1206447184077291
231	0.20126781137482175	OAT	Oat	0.3049568061729431	FALSE	0.7464028776978417	0.10236124338624338	FALSE	179.98279732600759	250.94511624803528	5.5012396863857616	2.8819625968226545
233	0.3221336804668144	OCRL	Ocrl	0.1784891475688129	FALSE	0.02697841726618705	0.7000906056426333	FALSE	21.391903344266563	25.58992022285669	0.43471674384954984	0.8062254911952108
234	0.4816363213581844	PAH	Pah	0.08030949839914621	TRUE	0.06451612903225806	0.5751437676304655	FALSE	74.33768738612227	74.92009264542492	16.3103463127741	18.191079472347138
236	0.25057623729759	PCCA	Pcca	0.2415559772296015	FALSE	0.12365591397849462	0.4585411859838275	FALSE	52.209502462760355	41.94316809368168	2.694364422615522	1.0045050049467183
237	0.2434504514822492	PDE6B	Pde6b	0.24883893739550436	FALSE	0	0.728756	FALSE	11.779389292182138	0.2213417439715277	0.6559885894729525	0.3096840423272628
239	0.4302494214181362	PEPD	Pepd	0.10184458398744113	FALSE	0.512589928057554	0.18836075313807532	FALSE	110.9067826537416	95.79520964924575	3.6687100001650146	1.687071577916063
240	0.2599975960163956	PEX12	Pex12	0.23049818929235588	FALSE	0.0017985611510791368	0.728756	FALSE	7.595208377595277	17.277792374308714	0.06269566872471266	1.7649691507813214
242	0.08952408469822373	PEX7	Pex7	0.47574848209923926	FALSE	0	0.728756	FALSE	11.058786662965838	39.7711684073295	0.15306197287825637	0.3504618805101737
246	-0.025979966667811404	PHKA2	Phka2	0.6913880186688831	FALSE	0.05913978494623656	0.5891000169262017	FALSE	37.65792705684134	27.886200297939194	1.0280438452532206	0.6580204726913423
247	0.09043358565513068	PHKB	Phkb	0.4739343116701607	FALSE	0.14516129032258066	0.4275609625668449	FALSE	79.40025019955215	43.55244623869301	0.5924168862438267	0.7911949542935519
250	0.3794813318435664	PKD1	Pkd1	0.13620292083013066	FALSE	0.010752688172043012	0.728756	FALSE	115.2672266171655	16.695016241750213	1.6147043391485014	0.47237326650087486
253	0.5712131458539307	PKP1	Pkp1	0.039886039886039885	TRUE	0.021505376344086023	0.7214771682960893	FALSE	23.987085469988426	6.408797459917686	12.622731785279374	1.1330931085408218
256	0.4592828934972073	PLOD1	Plod1	0.08814589665653495	TRUE	0.16129032258064516	0.4110626553191489	FALSE	113.69869131230476	41.58608008125737	2.682501678820957	0.6183911117870967
257	0.3865648881870661	PMM2	Pmm2	0.12982900569980999	FALSE	0.11330935251798561	0.4747196228172293	FALSE	35.326176261424294	80.8905152672108	0.5422641573844853	0.7437569689399501
259	0.09707876043956282	POU1F1	Pou1f1	0.46341291640256355	FALSE	0	0.728756	FALSE	0.02545855085844496	0.051165634884142754	0.17076968013051577	0.3167213237739958
260	0.6254432889554599	POU3F4	Pou3f4	0.020022246941045607	TRUE	0	0.728756	FALSE	2.0052961795920647	3.5906997793918607	0.606408694765968	0.8538847513093469
262	0.3003102711035778	PPOX	Ppox	0.19307649357900616	FALSE	0.08093525179856115	0.5391944165844028	FALSE	36.73164219391008	98.36771263032742	0.7211438488776358	4.157554123241464
264	0.3569571944114419	PROS1	Pros1	0.1506410256410256	FALSE	0.07526881720430108	0.5506479091949638	FALSE	37.559873050429154	30.340501765812938	2.0467939015262013	1.5510539732583601
265	0.15155977520448596	PTEN	Pten	0.37352515795082586	FALSE	0.25268817204301075	0.3221053300641267	FALSE	131.8181234021577	53.84027496300323	1.286729605050974	1.527987426499022
266	0.1868546968517557	PTH	Pth	0.32155046318868846	FALSE	0	0.728756	FALSE	0.019762102720532658	0.8179071331680697	0.5240882009708484	3.222591161218009
267	0.567460829593333	PTH1R	Pth1r	0.042245692051139525	TRUE	0.10251798561151079	0.4920772552910053	FALSE	36.22504051163982	38.717705893130734	6.374769373847571	5.090531462050773
268	0.15780612925294693	PTS	Pts	0.3626432802523271	FALSE	0.20863309352517986	0.36273550546900896	FALSE	50.69300508400392	63.01591295435607	1.241857688035443	0.49399278175052697
